id_municipio,id_municipio_nome,id_estacao,estacao,data_fundacao,latitude,longitude,altitude
4315305,Quaraí,A831,Quarai,2007-10-17,-30.368578,-56.437115,113.05
4318309,São Gabriel,A832,Sao Gabriel,2007-07-11,-30.341438,-54.310909,114.89
4317400,Santiago,A833,Santiago,2009-02-04,-29.191599,-54.885653,390.03
4321600,Tramandaí,A834,Tramandai,2008-03-09,-30.01027777,-50.13583333,4.56
4311007,Jaguarão,A836,Jaguarao,2007-01-09,-32.53472221,-53.37583332,31.48
4320800,Soledade,A837,Soledade,2008-03-01,-28.859211,-52.542387,660.44
4303509,Camaquã,A838,Camaqua,2006-12-12,-30.807953,-51.83424,92.3
4314100,Passo Fundo,A839,Passo Fundo,2006-11-27,-28.226805,-52.403582,680.67
4302105,Bento Gonçalves,A840,Bento Goncalves,2006-12-01,-29.164581,-51.534202,623.27
4311304,Lagoa Vermelha,A844,Lagoa Vermelha,2007-03-02,-28.222381,-51.512845,833.83
4318903,São Luiz Gonzaga,A852,Sao Luiz Gonzaga,2007-07-25,-28.41722221,-54.9625,245.5
4306106,Cruz Alta,A853,Cruz Alta,2007-05-31,-28.60344,-53.673597,426.69
4308508,Frederico Westphalen,A854,Frederico Westphalen,2007-12-14,-27.39555555,-53.42944443,489.42
4313706,Palmeira das Missões,A856,Palmeira Das Missoes,2008-02-26,-27.92027777,-53.31805554,614.11
4321352,Tavares,A878,Mostardas,2008-03-11,-31.24833333,-50.90638888,3.82
4304408,Canela,A879,Canela,2008-08-23,-29.36888888,-50.82722221,830.93
4322509,Vacaria,A880,Vacaria,2008-04-26,-28.513602,-50.882738,969.89
4306601,Dom Pedrito,A881,Dom Pedrito,2010-04-23,-31.0025,-54.61805554,150.0
4321451,Teutônia,A882,Teutonia,2012-10-04,-29.45027777,-51.82416666,80.41
4310009,Ibirubá,A883,Ibiruba,2012-12-13,-28.653458,-53.111881,455.27
4303905,Campo Bom,A884,Campo Bom,2013-11-29,-29.674293,-51.064042,23.35
4322202,Tupanciretã,A886,Tupancireta,2016-08-11,-29.0893814,-53.82665025,462.0
4304663,Capão do Leão,A887,Capao Do Leao (Pelotas),2019-07-18,-31.8025,-52.40722222,13.0
4319802,São Vicente do Sul,A889,Sao Vicente Do Sul,2016-04-06,-29.70222222,-54.69444444,134.0
4306908,Encruzilhada do Sul,A893,Encruzilhada Do Sul,2018-03-15,-30.54305555,-52.52472221,427.75
4320404,Serafina Corrêa,A894,Serafina Correa,2016-04-01,-28.704806,-51.870751,545.0
4303608,Cambará do Sul,A897,Cambara Do Sul,2016-11-24,-29.049125,-50.149636,1017.0
4317301,Santa Vitória do Palmar,A899,Santa Vitoria Do Palmar - Barra Do Chui,2008-03-08,-33.742297,-53.372218,7.41
4216602,São José,A806,Florianopolis,2003-01-22,-27.60253,-48.620096,4.87
4219002,Urussanga,A814,Urussanga,2008-05-29,-28.53249999,-49.31527777,40.56
4216503,São Joaquim,A815,Sao Joaquim,2008-04-12,-28.27564,-49.934617,1400.06
4211652,Novo Horizonte,A816,Novo Horizonte,2008-09-20,-26.40638888,-52.85027777,943.57
4207502,Indaial,A817,Indaial,2006-07-02,-26.913704,-49.267978,72.24
4209003,Joaçaba,A841,Joacaba,2007-09-20,-27.16916666,-51.55888888,767.63
4202503,Bom Jardim da Serra,A845,Bom Jardim Da Serra - Morro Da Igreja,2007-06-17,-28.126992,-49.47961,1790.38
4205001,Dionísio Cerqueira,A848,Dionisio Cerqueira,2008-05-31,-26.286562,-53.633114,807.54
4208450,Itapoá,A851,Itapoa,2007-06-06,-26.08138888,-48.64166666,6.18
4217204,São Miguel do Oeste,A857,Sao Miguel Do Oeste,2008-03-12,-26.7861111,-53.51388888,645.0
4219507,Xanxerê,A858,Xanxere,2008-03-15,-26.938666,-52.39809,878.74
4203006,Caçador,A859,Cacador,2008-03-19,-26.819156,-50.98552,944.26
4204806,Curitibanos,A860,Curitibanos,2008-02-28,-27.288624,-50.604283,978.1
4214508,Rio do Campo,A861,Rio Do Campo,2008-03-10,-26.93749999,-50.14555555,591.67
4215000,Rio Negrinho,A862,Rio Negrinho,2008-03-22,-26.2486111,-49.57416666,800.0
4208500,Ituporanga,A863,Ituporanga,2008-03-04,-27.41833332,-49.64694444,479.79
4210308,Major Vieira,A864,Major Vieira,2009-02-09,-26.3936111,-50.36333333,799.58
4209300,Lages,A865,Lages,2014-11-06,-27.80222222,-50.33555555,952.7
4209409,Laguna,A866,Laguna  - Farol De Santa Marta,2008-06-01,-28.60444444,-48.81333333,34.36
4201406,Araranguá,A867,Ararangua,2008-09-28,-28.931353,-49.49792,2.0
4208203,Itajaí,A868,Itajai,2010-06-24,-26.95083333,-48.76194444,9.76
4214300,Rancho Queimado,A870,Rancho Queimado,2016-05-31,-27.6786111,-49.04194444,881.0
4204202,Chapecó,A895,Chapeco,2019-02-19,-27.0853111,-52.6357111,679.0
4203600,Campos Novos,A898,Campos Novos,2019-02-15,-27.3886111,-51.21583333,963.0
5102504,Cáceres,A941,Caceres,2012-03-30,-16.07472221,-57.69305555,123.53
,,A302,Arq.sao Pedro E Sao Paulo,2003-11-02,0.916877,-29.345904,15.0
,,C891,Criosfera,2012-01-09,-84.0,-79.49416666,1285.0
5107065,Querência,A916,Querencia,2007-07-18,-12.627315,-52.220891,360.59
2919801,Macaúbas,A454,Macaubas,2016-04-07,-13.03888888,-42.61722221,574.0
2110500,São Bento,S108,Sao Bento,2016-12-01,-2.7,-44.85,
2210508,São Pedro do Piauí,A362,Sao Pedro Do Piaui,2009-05-20,-5.91111111,-42.7186111,287.0
1303700,Santo Antônio do Içá,S102,Pef Ipiranga,2016-12-01,-2.93055554,-69.69527777,
1302603,Manaus,S103,Crmn Manaus,2016-12-01,-3.02249999,-60.05555555,
1304062,Tabatinga,S105,Dtcea Tabatinga,2016-12-01,-4.25055555,-69.93499999,
1303809,São Gabriel da Cachoeira,S115,Pef Yauarete,2016-12-01,0.59944444,-69.19194444,
1300201,Atalaia do Norte,S116,Pef Estirao Do Equador,2016-12-01,-4.52999999,-71.61749999,
1304203,Tefé,S117,Dtcea Tefe,2016-12-01,-3.37722221,-64.72305554,
1303601,Santa Isabel do Rio Negro,S121,Santa Isabel Do Rio Negro,2016-12-01,-0.41444444,-65.01749999,
1502939,Dom Eliseu,S107,Dom Eliseu,2016-12-01,-4.28999999,-47.55,
1508126,Ulianópolis,S111,Ulianopolis,2016-12-01,-3.8,-47.51,
1503754,Jacareacanga,S120,Dtcea Jacareacanga,2016-12-01,-6.23722221,-57.77499999,
1100080,Costa Marques,S101,Forte Principe,2016-12-01,-12.42999999,-64.41999999,
1100304,Vilhena,S104,Dtcea Vilhena,2016-12-01,-12.75055555,-60.14916666,
1100106,Guajará-Mirim,S110,Dtcea Guajara-Mirim,2016-12-01,-10.78999999,-65.33277777,
1400233,Caroebe,S113,Baliza,2016-12-01,0.94777777,-59.74638888,
1400456,Pacaraima,S114,Pacaraima,2016-12-01,4.47749999,-61.14916666,
1400159,Bonfim,S122,Eb_pef_bonfim,2016-12-01,3.35888888,-59.82388888,
4118204,Paranaguá,A847,Ilha Do Mel,2007-03-23,-25.49444444,-48.32583332,1.0
2203701,Esperantina,A338,Esperantina,2007-12-03,-3.90083333,-42.23694444,65.0
